ssn,first_name,last_name,gender,street,address,job,profile,client_id,district_id,disp_id,traffice_source,dob,age
598-10-2313,Stephen,Gordon,M,91413 Haynes Plains Suite 769,Loveland|CO|80537|40.3849|-105.0916|82751,Ranger/warden,adults_2550_male_urban,1980,77,1980,Call Center,1983-04-30,39
839-49-3961,Jonathan,Reed,M,767 Hester Crest,Longmont|CO|80503|40.1559|-105.1624|117461,"Nurse, adult",adults_2550_male_urban,2555,42,2555,Call Center,1987-09-23,34
013-33-3366,Austin,Williams,M,6568 Julie Locks Apt. 599,Durango|CO|81303|37.1156|-107.8909|36051,Transport planner,adults_2550_male_urban,254,28,254,Call Center,1987-05-30,35
873-59-4755,Todd,Willis,M,14973 Gardner Springs Suite 863,Denver|CO|80204|39.734|-105.0259|990452,Merchant navy officer,adults_2550_male_urban,575,58,575,Call Center,1994-04-04,28
300-56-4074,James,Riddle,M,09643 Julie Locks,Arvada|CO|80003|39.8286|-105.0655|122111,Aeronautical engineer,adults_2550_male_urban,3166,31,3166,Call Center,1979-06-14,43
500-98-2489,Michael,Knox,M,541 Samantha Rapids Apt. 793,Denver|CO|80234|39.9108|-105.0109|990452,Seismic interpreter,adults_2550_male_urban,946,54,946,Call Center,1975-08-06,47
180-01-0381,Kenneth,Edwards,M,63198 Burns Ford,Fort Collins|CO|80526|40.5473|-105.1076|175625,Editorial assistant,adults_2550_male_urban,267,37,267,Call Center,1991-06-12,31
491-66-8260,Travis,Taylor,M,834 Leslie Extension Apt. 421,Denver|CO|80204|39.734|-105.0259|990452,Public librarian,adults_2550_male_urban,347,71,347,Call Center,1983-12-13,38
111-56-7265,Cory,George,M,31021 William Causeway,Colorado Springs|CO|80921|39.0487|-104.814|525713,Pensions consultant,adults_2550_male_urban,13968,61,13660,Call Center,1992-04-13,30
446-46-5251,Bruce,Snyder,M,857 Vincent Spurs Apt. 267,Pueblo|CO|81004|38.2441|-104.6278|151815,Psychiatric nurse,adults_2550_male_urban,2481,6,2481,Call Center,1972-06-22,50
078-86-5601,Brian,Boone,M,195 Kenneth Falls,Littleton|CO|80129|39.5397|-105.0109|320420,Psychiatrist,adults_2550_male_urban,41,22,41,Call Center,1992-08-27,30
655-58-9244,Ryan,Ramsey,M,9726 Thomas Burgs,Denver|CO|80204|39.734|-105.0259|990452,"Teacher, special educational needs",adults_50up_male_urban,365,1,365,Call Center,1954-01-09,68
353-07-5614,Joseph,Gibson,M,5868 Benjamin Crescent Suite 945,Denver|CO|80212|39.7683|-105.0493|990452,Paramedic,adults_50up_male_urban,112,1,112,Call Center,1959-01-25,63
397-37-8451,Carl,Rodriguez,M,22300 Jessica Way Apt. 072,Denver|CO|80222|39.671|-104.9279|990452,Press sub,adults_50up_male_urban,3906,64,3906,Call Center,1960-12-23,61
290-63-6679,Timothy,Harris,M,03885 Ricardo Springs,Colorado Springs|CO|80922|38.905|-104.6982|525713,Recruitment consultant,adults_50up_male_urban,3620,21,3620,Call Center,1961-09-14,61
238-23-1865,Donald,Kaufman,M,01917 Jones Path Suite 990,Denver|CO|80215|39.7435|-105.1009|990452,Town planner,adults_50up_male_urban,2157,11,2157,Call Center,1969-11-17,52
067-52-9668,Steven,Miranda,M,21022 Andrade Walk,Greeley|CO|80631|40.385|-104.6806|101464,IT technical support officer,adults_50up_male_urban,4663,72,4663,Call Center,1966-10-29,55
438-56-8161,Brian,Thompson,M,0160 Ronald Greens Apt. 656,Littleton|CO|80126|39.5437|-104.9691|320420,Geographical information systems officer,adults_50up_male_urban,5478,33,5478,Call Center,1969-10-27,52
410-64-9377,Aaron,George,M,065 Thomas River Suite 585,Denver|CO|80206|39.7331|-104.9524|990452,Careers information officer,adults_50up_male_urban,3134,1,3134,Call Center,1962-05-04,60
030-83-5285,Matthew,Martinez,M,474 Conner Circles Suite 201,Aurora|CO|80014|39.6662|-104.835|389246,Civil Service fast streamer,adults_50up_male_urban,3075,74,3075,Call Center,1965-05-05,57
141-54-4943,John,Winters,M,39693 Leon Plain Apt. 712,Colorado Springs|CO|80920|38.9497|-104.767|525713,"Engineer, biomedical",adults_50up_male_urban,1140,18,1140,Call Center,1970-02-24,52
298-10-5126,Brent,Phillips,M,21878 Williams Fork Apt. 003,Denver|CO|80229|39.8671|-104.9227|990452,Retired,adults_50up_male_urban,834,54,834,Call Center,1946-12-17,75
175-95-0112,Calvin,Jimenez,M,8890 George Courts Apt. 547,Aurora|CO|80018|39.7102|-104.7071|389246,"Designer, blown glass/stained glass",adults_50up_male_urban,4791,51,4791,Call Center,1960-02-15,62
798-77-5127,Matthew,Graham,M,90755 Christopher Village,Colorado Springs|CO|80908|39.0237|-104.6933|525713,Newspaper journalist,adults_50up_male_urban,295,12,295,Call Center,1963-03-27,59
201-61-0948,Andrew,Taylor,M,5413 Lopez Mission Suite 201,Greeley|CO|80634|40.4109|-104.7541|101464,Careers information officer,adults_50up_male_urban,6196,68,6196,Call Center,1967-03-09,55
221-95-1833,Anthony,Williams,M,9055 Penny Keys,Castle Rock|CO|80108|39.4455|-104.853|67419,Games developer,adults_50up_male_urban,2440,17,2440,Call Center,1959-09-09,63
802-96-2342,Richard,Grant,M,517 Theresa Trafficway,Aurora|CO|80014|39.6662|-104.835|389246,Adult guidance worker,adults_50up_male_urban,1807,47,1807,Call Center,1959-06-30,63
417-83-6294,Casey,Taylor,M,81938 Peter Divide,Denver|CO|80220|39.7312|-104.9129|990452,Fish farm manager,adults_50up_male_urban,438,32,438,Call Center,1962-09-28,59
049-41-1634,James,Phillips,M,24846 Stacy Lakes Suite 585,Boulder|CO|80302|40.0172|-105.2851|120932,Structural engineer,adults_50up_male_urban,3894,29,3894,Call Center,1965-01-21,57
884-27-3007,James,Abbott,M,479 Hayden Villages Apt. 240,Denver|CO|80214|39.7436|-105.0643|990452,Broadcast presenter,adults_50up_male_urban,1616,54,1616,Call Center,1962-05-23,60
555-69-7394,Juan,Duncan,M,9429 Williams Vista Apt. 048,Denver|CO|80202|39.7491|-104.9946|990452,Tourism officer,adults_50up_male_urban,3387,58,3387,Call Center,1967-08-14,55
337-93-1113,Anthony,Stout,M,65535 Cantrell Mall,Arvada|CO|80007|39.8634|-105.1724|122111,Hospital pharmacist,adults_50up_male_urban,2606,31,2606,Call Center,1967-01-04,55
511-53-8659,Daniel,Gross,M,535 Brandon Ferry Suite 040,Denver|CO|80223|39.7002|-105.0028|990452,"Engineer, maintenance (IT)",adults_50up_male_urban,3465,30,3465,Call Center,1966-04-17,56
786-80-3730,Andrew,Coleman,M,1599 Michelle Inlet,Denver|CO|80260|39.8672|-105.0041|990452,Administrator,adults_50up_male_urban,2659,46,2659,Call Center,1965-05-24,57
614-43-6846,Christopher,Young,M,43226 Bryant Fall,Westminster|CO|80030|39.8302|-105.037|49261,Air cabin crew,adults_50up_male_urban,4212,53,4212,Call Center,1969-05-27,53
682-34-5154,Anthony,Jackson,M,46613 Maxwell Views Suite 010,Denver|CO|80222|39.671|-104.9279|990452,Arts administrator,adults_50up_male_urban,447,23,447,Call Center,1970-09-04,52
806-72-5690,Robert,Goodwin,M,0969 Roach Divide,Denver|CO|80206|39.7331|-104.9524|990452,"Doctor, hospital",adults_50up_male_urban,4627,1,4627,Call Center,1966-03-24,56
543-28-1649,Mitchell,Ramos,M,63826 Matthew Junctions Apt. 051,Aurora|CO|80019|39.7656|-104.7069|389246,Animal technologist,adults_50up_male_urban,2102,51,2102,Call Center,1965-05-27,57
671-32-0344,Michael,Cantrell,M,07035 Timothy Causeway,Denver|CO|80214|39.7436|-105.0643|990452,"Presenter, broadcasting",adults_50up_male_urban,3568,1,3568,Call Center,1965-01-25,57
513-69-5130,Brian,Duncan,M,59218 Bishop Causeway,Aurora|CO|80045|39.7467|-104.8384|389246,Dance movement psychotherapist,adults_50up_male_urban,116,74,116,Call Center,1966-01-28,56
682-12-3904,Joshua,Kim,M,498 Allen Glens,Lafayette|CO|80026|39.998|-105.0963|26378,Clinical biochemist,adults_50up_male_urban,3601,19,3601,Call Center,1962-08-03,60
885-58-0771,Joshua,Frazier,M,0604 Rice Rapid Apt. 599,Aurora|CO|80011|39.7378|-104.8152|389246,Chartered legal executive (England and Wales),adults_50up_male_urban,1271,47,1271,Call Center,1959-11-29,62
151-59-9712,Shawn,Carr,M,839 Vaughn Centers Suite 036,Denver|CO|80216|39.7835|-104.9669|990452,Quality manager,adults_50up_male_urban,2214,5,2214,Call Center,1970-11-07,51
683-65-4238,Vincent,Stevens,M,7580 Cody Manors,Colorado Springs|CO|80908|39.0237|-104.6933|525713,Banker,adults_50up_male_urban,652,61,652,Call Center,1962-12-08,59
268-77-8906,Mathew,Campbell,M,52415 Castillo Haven,Denver|CO|80207|39.7584|-104.9177|990452,"Pharmacist, community",adults_50up_male_urban,1289,59,1289,Call Center,1970-09-18,52
282-67-9967,Charles,Taylor,M,03910 Becky Via Suite 568,Longmont|CO|80501|40.1779|-105.101|117461,Student,young_adults_male_urban,3782,1,3782,Call Center,2004-09-10,18
224-30-7399,Wayne,Wilson,M,644 Stevenson Ramp,Denver|CO|80202|39.7491|-104.9946|990452,Sales executive,young_adults_male_urban,3938,27,3938,Call Center,2004-01-22,18
806-68-0771,Brandon,Hebert,M,0945 Shannon Passage,Denver|CO|80222|39.671|-104.9279|990452,Student,young_adults_male_urban,1440,1,1440,Call Center,2002-01-17,20
851-43-5898,Michael,Matthews,M,2915 Sullivan Ways,Denver|CO|80238|39.7388|-104.4083|990452,Student,young_adults_male_urban,2538,56,2538,Call Center,2004-02-23,18
535-37-0039,Ethan,Blanchard,M,9901 Jamie Valleys,Brighton|CO|80601|39.943|-104.7866|73471,Dancer,young_adults_male_urban,2724,35,2724,Call Center,1999-03-01,23
628-59-9824,Austin,Thompson,M,10487 Carrillo Viaduct,Englewood|CO|80112|39.5805|-104.9011|99594,Student,young_adults_male_urban,626,9,626,Call Center,2004-04-13,18
120-54-4116,Joshua,Rios,M,0249 Williams Courts,Parker|CO|80138|39.5102|-104.7216|84861,Records manager,young_adults_male_urban,2429,70,2429,Call Center,1997-11-22,24
212-24-3753,Timothy,Ford,M,65209 Loretta Hollow,Fort Collins|CO|80524|40.5986|-105.0581|175625,Student,young_adults_male_urban,2498,37,2498,Call Center,2004-03-12,18
091-84-6033,Robert,Cole,M,01865 Gonzalez Falls Apt. 043,Fort Collins|CO|80525|40.5384|-105.0547|175625,Chief of Staff,young_adults_male_urban,528,37,528,Call Center,2001-02-11,21
433-85-7875,Eric,Terry,M,0080 Carl Center Suite 820,Denver|CO|80215|39.7435|-105.1009|990452,Student,young_adults_male_urban,629,16,629,Call Center,2000-03-10,22
002-36-9038,Tyler,Smith,M,38499 Ramirez Run Suite 517,Colorado Springs|CO|80917|38.886|-104.7399|525713,"Surveyor, land/geomatics",young_adults_male_urban,4382,18,4382,Call Center,2004-10-20,17
283-95-1822,Jamie,Meyer,F,486 Anderson Ports Apt. 458,Allenspark|CO|80510|40.2268|-105.5201|420,"Surveyor, planning and development",adults_2550_female_rural,1890,14,1890,Call Center,1979-08-14,43
854-93-0863,Sandra,Johnson,F,66601 Peter Gateway,Littleton|CO|80127|39.592|-105.1328|320420,Archaeologist,adults_2550_female_urban,2585,75,2585,Call Center,1995-08-28,27
558-71-0084,Briana,Gutierrez,F,842 Jeffrey Springs,Greeley|CO|80634|40.4109|-104.7541|101464,Environmental manager,adults_2550_female_urban,4522,68,4522,Call Center,1974-11-01,47
099-70-2651,Rebecca,Clark,F,85136 John Forge,Denver|CO|80234|39.9108|-105.0109|990452,"Engineer, chemical",adults_2550_female_urban,3151,1,3151,Call Center,1975-07-27,47
730-05-7148,Carrie,Williams,F,39283 Adam Trace,Denver|CO|80227|39.6667|-105.0854|990452,Economist,adults_2550_female_urban,9555,13,9247,Call Center,1971-05-15,51
757-71-5955,Alexandra,Curry,F,264 Danielle Hollow Suite 370,Fort Collins|CO|80528|40.4961|-105.0002|175625,"Conservator, museum/gallery",adults_2550_female_urban,2137,73,2137,Call Center,1986-11-09,35
883-57-3520,Cindy,Copeland,F,526 Reed Lakes Apt. 625,Littleton|CO|80127|39.592|-105.1328|320420,Higher education lecturer,adults_2550_female_urban,2476,75,2476,Call Center,1981-02-16,41
073-17-0348,Karen,Johnson,F,244 Hernandez Burg Apt. 458,Aurora|CO|80014|39.6662|-104.835|389246,Primary school teacher,adults_2550_female_urban,1098,60,1098,Call Center,1972-09-10,50
147-36-9625,Ariel,Barnes,F,323 Watts Brook Suite 021,Littleton|CO|80120|39.5994|-105.0044|320420,"Secretary, company",adults_2550_female_urban,5175,63,5175,Call Center,1973-09-18,49
818-95-5341,Priscilla,Wilson,F,374 Megan Extension Suite 011,Aurora|CO|80014|39.6662|-104.835|389246,Air traffic controller,adults_2550_female_urban,2864,51,2864,Call Center,1976-04-09,46
788-51-4058,Megan,Potts,F,3190 Wood Canyon Suite 795,Denver|CO|80229|39.8671|-104.9227|990452,Child psychotherapist,adults_2550_female_urban,4592,1,4592,Call Center,1979-03-29,43
199-18-3930,Amber,Lang,F,14037 Sheila Mill Apt. 361,Denver|CO|80233|39.9015|-104.9407|990452,Contractor,adults_2550_female_urban,1668,20,1668,Call Center,1973-08-17,49
819-06-6663,Martha,Smith,F,8849 Dustin Expressway Apt. 531,Denver|CO|80206|39.7331|-104.9524|990452,Acupuncturist,adults_2550_female_urban,1359,1,1359,Call Center,1975-09-04,47
070-46-7877,Christina,Owens,F,654 Jennifer Lakes Apt. 874,Colorado Springs|CO|80922|38.905|-104.6982|525713,"Conservator, museum/gallery",adults_2550_female_urban,3589,73,3589,Call Center,1985-07-13,37
866-28-5956,Alyssa,Brown,F,2362 Robinson Cliffs Apt. 760,Denver|CO|80222|39.671|-104.9279|990452,Chief Technology Officer,adults_2550_female_urban,3092,59,3092,Call Center,1991-11-06,30
105-23-4478,Paula,Hughes,F,85797 Alex Streets,Fort Collins|CO|80524|40.5986|-105.0581|175625,Surgeon,adults_2550_female_urban,1223,14,1223,Call Center,1979-08-13,43
112-34-2629,Gwendolyn,Wheeler,F,33021 Reid Common Apt. 121,Littleton|CO|80130|39.5414|-104.9218|320420,"Radiographer, therapeutic",adults_2550_female_urban,3850,45,3850,Call Center,1981-01-26,41
302-99-1683,Melissa,Gutierrez,F,894 Fuentes Fords Apt. 322,Commerce City|CO|80022|39.8259|-104.9113|42699,Tree surgeon,adults_2550_female_urban,219,60,219,Call Center,1988-04-02,34
188-38-8957,Sandra,Davis,F,1002 Vargas Brooks Suite 046,Denver|CO|80221|39.838|-104.9988|990452,Bonds trader,adults_2550_female_urban,4492,16,4492,Call Center,1989-09-08,33
460-31-6623,Jackie,Lopez,F,7230 William Mountains,Canon City|CO|81212|38.4451|-105.2178|29742,Environmental education officer,adults_2550_female_urban,12133,27,11825,Call Center,1988-06-26,34
328-06-0707,Brittany,Walker,F,843 Mandy Rue,Denver|CO|80223|39.7002|-105.0028|990452,Airline pilot,adults_2550_female_urban,358,7,358,Call Center,1983-06-26,39
481-46-5749,Kara,Schultz,F,735 Timothy Crest,Arvada|CO|80003|39.8286|-105.0655|122111,Production manager,adults_2550_female_urban,3573,8,3573,Call Center,1996-02-09,26
580-07-7563,Kimberly,Graham,F,44946 Jennifer Skyway,Denver|CO|80234|39.9108|-105.0109|990452,Warden/ranger,adults_2550_female_urban,414,46,414,Call Center,1971-10-19,50
723-92-9282,Natalie,Mason,F,40995 Atkinson Grove Suite 342,Englewood|CO|80111|39.6123|-104.8799|99594,Information systems manager,adults_2550_female_urban,4479,2,4479,Call Center,1982-07-24,40
132-48-7121,Sarah,Blackburn,F,36431 Lewis River,Greeley|CO|80631|40.385|-104.6806|101464,"Nurse, children's",adults_2550_female_urban,2124,68,2124,Call Center,1973-01-14,49
051-44-1762,Alexis,Jones,F,88040 Gardner Bypass,Lafayette|CO|80026|39.998|-105.0963|26378,Mudlogger,adults_2550_female_urban,9569,19,9261,Call Center,1974-07-18,48
281-06-1562,Laura,Hoffman,F,87364 Sosa Locks Apt. 186,Denver|CO|80228|39.6888|-105.156|990452,"Radiographer, therapeutic",adults_2550_female_urban,4699,13,4699,Call Center,1987-11-12,34
796-03-7483,Candace,Cole,F,58281 Wiggins Grove Apt. 765,Denver|CO|80227|39.6667|-105.0854|990452,"Designer, furniture",adults_2550_female_urban,11497,11,11189,Call Center,1983-07-17,39
098-92-5914,Casey,Smith,F,76285 Collins Junctions,Aurora|CO|80010|39.7368|-104.8646|389246,Water engineer,adults_2550_female_urban,1885,47,1885,Call Center,1994-01-07,28
064-80-7157,Theresa,Pham,F,69515 Chen Trail,Denver|CO|80218|39.7327|-104.9717|990452,Telecommunications researcher,adults_2550_female_urban,2122,1,2122,Call Center,1994-07-17,28
137-76-8314,Angela,Curtis,F,20825 Coffey Mews Suite 706,Englewood|CO|80112|39.5805|-104.9011|99594,Museum/gallery exhibitions officer,adults_2550_female_urban,1031,2,1031,Call Center,1992-12-11,29
794-97-9627,Michelle,Parker,F,620 Susan Lock Apt. 584,Boulder|CO|80305|39.9807|-105.2531|120932,Bookseller,adults_2550_female_urban,1453,29,1453,Call Center,1990-03-29,32
179-28-3247,Holly,May,F,48193 Cynthia Estates,Denver|CO|80216|39.7835|-104.9669|990452,Media planner,adults_2550_female_urban,2527,44,2527,Call Center,1971-07-31,51
416-33-1086,Ashley,Hamilton,F,5689 Edward Brooks Apt. 796,Denver|CO|80204|39.734|-105.0259|990452,"Engineer, technical sales",adults_2550_female_urban,1388,5,1388,Call Center,1986-09-06,36
709-63-6334,Lisa,Hamilton,F,768 Eric Mountains Apt. 927,Vail|CO|81657|39.6512|-106.3234|5581,Arboriculturist,adults_2550_female_urban,1231,20,1231,Call Center,1989-09-27,32
566-62-3287,Sarah,Hart,F,5025 Rosario Drive Suite 811,Littleton|CO|80123|39.6206|-105.0901|320420,Scientific laboratory technician,adults_2550_female_urban,2156,33,2156,Call Center,1990-12-27,31
838-13-6997,Julia,Terry,F,53136 Miller Knoll Apt. 416,Durango|CO|81301|37.2874|-107.8617|36051,"Conservator, museum/gallery",adults_2550_female_urban,3236,28,3236,Call Center,1984-04-15,38
897-80-2409,Kelsey,Allen,F,20422 Theresa Mountain,Denver|CO|80237|39.6431|-104.8987|990452,"Doctor, hospital",adults_2550_female_urban,1157,4,1157,Call Center,1982-12-30,39
863-38-5895,Danielle,Long,F,5377 Steven Lane Apt. 562,Fort Collins|CO|80526|40.5473|-105.1076|175625,"Runner, broadcasting/film/video",adults_2550_female_urban,10040,37,9732,Call Center,1992-10-30,29
745-06-4537,Gina,Brown,F,62389 Horton Haven,Boulder|CO|80305|39.9807|-105.2531|120932,Operational researcher,adults_2550_female_urban,1438,29,1438,Call Center,1987-10-25,34
237-29-0518,Yolanda,Johns,F,013 Colton Meadow,Colorado Springs|CO|80917|38.886|-104.7399|525713,"Scientist, research (life sciences)",adults_2550_female_urban,127,21,127,Call Center,1974-12-27,47
796-80-9159,Anne,Snyder,F,6794 Michael Parkway Apt. 260,Pueblo|CO|81007|38.387|-104.7792|151815,"Accountant, chartered",adults_2550_female_urban,4772,6,4772,Call Center,1974-01-29,48
184-25-2287,Shelby,Nguyen,F,13545 Robyn Common,Denver|CO|80236|39.6535|-105.0376|990452,Barista,adults_2550_female_urban,6039,1,6039,Call Center,1982-07-03,40
368-11-9477,Lori,Lawrence,F,8961 Thomas Fort Apt. 784,Denver|CO|80206|39.7331|-104.9524|990452,Hydrogeologist,adults_2550_female_urban,1080,54,1080,Call Center,1974-10-06,47
728-91-0298,Sandra,Campbell,F,4159 Timothy Summit Suite 816,Denver|CO|80216|39.7835|-104.9669|990452,Health service manager,adults_2550_female_urban,4340,1,4340,Call Center,1973-07-18,49
329-66-2443,Sandy,Williams,F,5449 Coleman Burgs,Denver|CO|80216|39.7835|-104.9669|990452,Bookseller,adults_2550_female_urban,469,59,469,Call Center,1994-10-13,27
854-90-8470,Danielle,Myers,F,688 Bowers Mountains Apt. 135,Aurora|CO|80019|39.7656|-104.7069|389246,Air broker,adults_2550_female_urban,1578,40,1578,Call Center,1995-08-15,27
368-43-7227,Kelsey,Garcia,F,31763 Melissa Bypass Suite 660,Denver|CO|80228|39.6888|-105.156|990452,Operations geologist,adults_2550_female_urban,13134,1,12826,Call Center,1986-11-03,35
118-24-2712,Tracy,Miller,F,14972 Gross Manor,Colorado Springs|CO|80903|38.8388|-104.8145|525713,Actor,adults_2550_female_urban,3830,18,3830,Call Center,1992-02-24,30
115-57-7254,Heather,Conrad,F,38128 Brown Crescent Apt. 032,Fort Collins|CO|80521|40.5813|-105.1039|175625,Estate agent,adults_2550_female_urban,1133,37,1133,Call Center,1982-09-15,40
674-07-3469,Jaclyn,Ramirez,F,539 Waters Course,Colorado Springs|CO|80913|38.73|-104.7536|525713,Music tutor,adults_2550_female_urban,3994,21,3994,Call Center,1989-01-31,33
782-29-8102,Rachel,Rodriguez,F,16721 Charles Dam Apt. 591,Denver|CO|80241|39.9274|-104.9548|990452,Glass blower/designer,adults_2550_female_urban,1483,1,1483,Call Center,1975-05-10,47
011-87-0952,Natalie,Cameron,F,89872 Garcia Pike,Aurora|CO|80015|39.6255|-104.7874|389246,Farm manager,adults_2550_female_urban,4230,74,4230,Call Center,1985-11-11,36
725-64-9764,Olivia,Saunders,F,023 Sara Throughway Apt. 817,Denver|CO|80220|39.7312|-104.9129|990452,Phytotherapist,adults_2550_female_urban,2015,1,2015,Call Center,1992-11-15,29
182-06-2378,Kimberly,Bush,F,0181 Ford Islands Apt. 096,Fort Collins|CO|80528|40.4961|-105.0002|175625,"Development worker, community",adults_2550_female_urban,822,37,822,Call Center,1983-05-08,39
576-70-1083,Kara,Moyer,F,63621 Lowery Knolls Apt. 757,Denver|CO|80221|39.838|-104.9988|990452,Retail buyer,adults_2550_female_urban,3753,1,3753,Call Center,1983-04-14,39
255-80-4634,Amy,Tyler,F,6271 Crystal Street,Aurora|CO|80013|39.6575|-104.7846|389246,Glass blower/designer,adults_2550_female_urban,2688,60,2688,Call Center,1991-10-24,30
061-11-3179,Amy,Oconnor,F,551 Romero Knolls Suite 390,Aurora|CO|80019|39.7656|-104.7069|389246,"Programmer, systems",adults_2550_female_urban,9929,47,9621,Call Center,1991-07-19,31
363-01-2115,Karen,Buck,F,1322 Michael Port Suite 455,Arvada|CO|80002|39.7945|-105.0984|122111,"Pilot, airline",adults_2550_female_urban,146,31,146,Call Center,1985-12-19,36
795-57-1758,Kelly,Chambers,F,5600 Liu Ridge Apt. 221,Fort Collins|CO|80526|40.5473|-105.1076|175625,Bookseller,adults_2550_female_urban,309,37,309,Call Center,1993-12-14,28
500-35-8486,Kathryn,Brown,F,42288 Austin Locks Apt. 461,Allenspark|CO|80510|40.2268|-105.5201|420,Animal technologist,adults_50up_female_rural,1019,14,1019,Call Center,1970-12-22,51
146-11-1300,Gabriela,Rosario,F,63620 Michelle Place Suite 381,Allenspark|CO|80510|40.2268|-105.5201|420,Magazine journalist,adults_50up_female_rural,10543,14,10235,Call Center,1969-02-23,53
102-60-3962,Teresa,Davis,F,69591 Rivera Mews,Colorado Springs|CO|80908|39.0237|-104.6933|525713,Community education officer,adults_50up_female_urban,3384,41,3384,Call Center,1966-08-03,56
007-77-6948,Connie,Duncan,F,13216 Sullivan Meadows,Denver|CO|80219|39.6956|-105.0341|990452,Early years teacher,adults_50up_female_urban,2013,1,2013,Call Center,1964-07-10,58
789-41-7724,Michelle,Brooks,F,23333 Kristen Mills Apt. 621,Littleton|CO|80130|39.5414|-104.9218|320420,Midwife,adults_50up_female_urban,5253,69,5253,Call Center,1970-10-07,51
193-52-2123,Michelle,Summers,F,91869 Gonzalez Freeway Apt. 094,Denver|CO|80246|39.7086|-104.9312|990452,Outdoor activities/education manager,adults_50up_female_urban,4862,1,4862,Call Center,1967-11-23,54
641-67-2605,Jennifer,Rodriguez,F,938 Sheena Pines,Denver|CO|80202|39.7491|-104.9946|990452,Commercial horticulturist,adults_50up_female_urban,2428,1,2428,Call Center,1970-06-27,52
582-75-8216,Terri,Weaver,F,2985 Miller Fields Apt. 344,Denver|CO|80204|39.734|-105.0259|990452,Herpetologist,adults_50up_female_urban,4763,77,4763,Call Center,1968-02-23,54
803-83-4568,Samantha,Meyers,F,71938 Wilcox Mill,Littleton|CO|80127|39.592|-105.1328|320420,Retired,adults_50up_female_urban,1759,63,1759,Call Center,1947-01-16,75
167-48-0745,Kelly,Hopkins,F,534 Edwards Landing Apt. 679,Colorado Springs|CO|80902|38.7536|-104.8063|525713,"Producer, television/film/video",adults_50up_female_urban,1793,41,1793,Call Center,1969-03-17,53
450-07-6204,Virginia,Wells,F,76322 Taylor Corner,Denver|CO|80236|39.6535|-105.0376|990452,Trade union research officer,adults_50up_female_urban,1512,5,1512,Call Center,1966-08-11,56
305-73-4984,Linda,Norton,F,90711 Ortega Extensions,Littleton|CO|80122|39.5814|-104.9557|320420,Neurosurgeon,adults_50up_female_urban,5978,33,5978,Call Center,1968-01-27,54
044-21-5374,Jaclyn,Smith,F,87153 John Overpass Suite 857,Arvada|CO|80002|39.7945|-105.0984|122111,Product manager,adults_50up_female_urban,3577,31,3577,Call Center,1966-12-15,55
053-75-1575,Victoria,Guzman,F,8328 Griffith Fords,Longmont|CO|80503|40.1559|-105.1624|117461,Clinical embryologist,adults_50up_female_urban,3173,66,3173,Call Center,1970-04-18,52
370-80-3997,Kimberly,Miller,F,593 Elizabeth Port Apt. 708,Parker|CO|80138|39.5102|-104.7216|84861,Trade union research officer,adults_50up_female_urban,434,70,434,Call Center,1967-01-30,55
525-84-6805,Sarah,Williamson,F,20927 Armstrong Circle Apt. 586,Denver|CO|80219|39.6956|-105.0341|990452,"Programmer, systems",adults_50up_female_urban,12328,1,12020,Call Center,1968-04-08,54
702-33-7215,Natalie,Smith,F,05011 Dylan Ville,Denver|CO|80234|39.9108|-105.0109|990452,Call centre manager,adults_50up_female_urban,810,58,810,Call Center,1969-09-24,52
152-29-2963,Lori,Fleming,F,519 Vaughn Meadows,Arvada|CO|80005|39.8422|-105.1097|122111,Intelligence analyst,adults_50up_female_urban,1607,8,1607,Call Center,1965-05-26,57
389-71-3298,Karen,Cox,F,7036 Liu Path Apt. 673,Englewood|CO|80113|39.6405|-104.9614|99594,Adult guidance worker,adults_50up_female_urban,9582,2,9274,Call Center,1966-04-14,56
285-69-2065,Sarah,Simmons,F,767 Thomas Fork,Vail|CO|81657|39.6512|-106.3234|5581,"Psychotherapist, dance movement",adults_50up_female_urban,4467,20,4467,Call Center,1968-11-17,53
066-74-3686,Lisa,Williams,F,593 William Run Suite 699,Denver|CO|80222|39.671|-104.9279|990452,Medical secretary,adults_50up_female_urban,4553,1,4553,Call Center,1969-02-23,53
447-59-6127,Jennifer,Boyd,F,533 Carla Pike,Denver|CO|80224|39.688|-104.9108|990452,"Conservator, museum/gallery",adults_50up_female_urban,2502,1,2502,Call Center,1959-03-13,63
285-42-0677,Dana,Harris,F,2720 Le Fall,Pueblo|CO|81005|38.2352|-104.66|151815,Translator,adults_50up_female_urban,2299,6,2299,Call Center,1964-02-20,58
181-32-7489,Jacqueline,Smith,F,073 Sherry Center Apt. 561,Denver|CO|80229|39.8671|-104.9227|990452,Primary school teacher,adults_50up_female_urban,3733,1,3733,Call Center,1970-05-09,52
797-65-8278,Kayla,Beasley,F,83351 Patrick Meadow Apt. 224,Colorado Springs|CO|80917|38.886|-104.7399|525713,Chiropodist,adults_50up_female_urban,493,41,493,Call Center,1966-06-04,56
080-29-7263,Ashley,Garrett,F,417 Patricia Island,Denver|CO|80239|39.7878|-104.8288|990452,Web designer,adults_50up_female_urban,4316,1,4316,Call Center,1967-08-26,55
622-38-3171,Marie,Hughes,F,77856 Escobar Spurs,Denver|CO|80205|39.759|-104.9661|990452,"Solicitor, Scotland",adults_50up_female_urban,208,13,208,Call Center,1964-06-25,58
